AL,TRUE
AK,TRUE
AZ,TRUE
AR,TRUE
CA,TRUE
CO,TRUE
CT,TRUE
DE,TRUE
DC,TRUE
FL,TRUE
GA,TRUE
HI,TRUE
ID,FALSE
IL,TRUE
IN,TRUE
IA,FALSE
KS,TRUE
KY,TRUE
LA,TRUE
ME,TRUE
MD,TRUE
MA,TRUE
MI,TRUE
MN,TRUE
MS,TRUE
MO,FALSE
MT,FALSE
NE,TRUE
NV,TRUE
NH,TRUE
NJ,TRUE
NM,TRUE
NY,TRUE
NC,TRUE
ND,TRUE
OH,TRUE
OK,FALSE
OR,TRUE
PA,TRUE
RI,TRUE
SC,TRUE
SD,FALSE
TN,FALSE
TX,TRUE
UT,TRUE
VT,TRUE
VA,TRUE
WA,TRUE
WV,TRUE
WI,TRUE
WY,TRUE
